Unique_ID,Taxa,Species,x_g,y_g,Reference,Group,Order,Family,Genus,Notes
995,Mammal,Macropus robustus,21503.04679,8816.249184,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,
996,Mammal,Macropus robustus,16733,5689.22,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Macropus,
997,Mammal,Macropus rufus,30164.76873,17193.91818,"Bayliss 1987; after Duncan et al. 2007, method: count",Marsupial,Diprotodontia,Macropodidae,Macropus,
998,Mammal,Macropus rufus,30164.76873,13272.49824,"Bayliss 1987; after Duncan et al. 2007, method: count",Marsupial,Diprotodontia,Macropodidae,Macropus,
999,Mammal,Macropus rufus,30164.76873,7842.83987,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,
1000,Mammal,Macropus rufus,30164.76873,14479.08899,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,
1001,Mammal,Macropus rufus,27667,11620.14,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Macropus,
1002,Mammal,Onychomys leucogaster,33,150.48,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Onychomys,
1003,Mammal,Onychomys leucogaster,33,40.26,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Marsupial,Diprotodontia,Macropodidae,Onychomys,
1004,Mammal,Onychomys torridus,22,97.9,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Onychomys,
1005,Mammal,Onychomys torridus,22,19.14,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Marsupial,Diprotodontia,Macropodidae,Onychomys,
1006,Mammal,Petaurus breviceps,121.9551094,143.9070291,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Petauridae,Petaurus,
1007,Mammal,Petaurus breviceps,109,119.9,Fagan et. al. 2009,Marsupial,Diprotodontia,Petauridae,Petaurus,
1008,Mammal,Petrogale penicillata,6299.411805,3275.694139,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Petrogale,
1009,Mammal,Petrogale penicillata,6300,2583,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Petrogale,
1010,Mammal,Phascolarctos cinereus,4679.505909,1450.646832,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Phascolarctidae,Phascolarctos,
1011,Mammal,Phascolarctos cinereus,4679.505909,748.7209454,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Phascolarctidae,Phascolarctos,
1012,Mammal,Phascolarctos cinereus,6024,1867.44,Fagan et. al. 2009,Marsupial,Diprotodontia,Phascolarctidae,Phascolarctos,
1013,Mammal,Potorous tridactylus,1032.761406,919.1576513,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Potoroidae,Potorous,
1014,Mammal,Potorous tridactylus,876,928.56,Fagan et. al. 2009,Marsupial,Diprotodontia,Potoroidae,Potorous,
1015,Mammal,Pseudocheirus peregrinus,879.4274149,694.7476578,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Pseudocheiridae,Pseudocheirus,
1016,Mammal,Pseudocheirus peregrinus,885,778.8,Fagan et. al. 2009,Marsupial,Diprotodontia,Pseudocheiridae,Pseudocheirus,
1017,Mammal,Setonix brachyurus,2799.625883,1091.854094,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Setonix,
1018,Mammal,Setonix brachyurus,3250,2470,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Setonix,
1019,Mammal,Thylogale billardierii,3900.317845,2379.193885,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Thylogale,
1020,Mammal,Thylogale billardierii,3900,1989,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Thylogale,
1021,Mammal,Trichosurus caninus,2900.013369,899.0041444,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Phalangeridae,Trichosurus,
1022,Mammal,Trichosurus caninus,2933,733.25,Fagan et. al. 2009,Marsupial,Diprotodontia,Phalangeridae,Trichosurus,
1023,Mammal,Trichosurus vulpecula,2243.881924,493.6540233,"Hickling and Pekelharing 1989; after Duncan et al. 2007, method: count",Marsupial,Diprotodontia,Phalangeridae,Trichosurus,
1024,Mammal,Trichosurus vulpecula,2243.881924,1166.8186,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Phalangeridae,Trichosurus,
1025,Mammal,Trichosurus vulpecula,2243.881924,1682.911443,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Phalangeridae,Trichosurus,
1026,Mammal,Trichosurus vulpecula,2433,1630.11,Fagan et. al. 2009,Marsupial,Diprotodontia,Phalangeridae,Trichosurus,
1027,Mammal,Wallabia bicolor,12998.70237,6369.364161,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Wallabia,
1028,Mammal,Wallabia bicolor,13000,4810,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Marsupial,Diprotodontia,Macropodidae,Wallabia,
1029,Mammal,Acrobates pygmaeus,12.96283521,23.59236008,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Acrobatidae,Acrobates,
1030,Mammal,Bettongia gaimardi,1516.351901,1652.823572,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Potoroidae,Bettongia,
1031,Mammal,Bettongia penicillata,1127.716669,1894.564004,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Potoroidae,Bettongia,
1032,Mammal,Bettongia penicillata,1127.716669,1274.319836,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Potoroidae,Bettongia,
1033,Mammal,Burramys parvus,43.13204007,45.71996247,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Burramyidae,Burramys,
1034,Mammal,Cercartetus caudatus,29.99853181,34.19832626,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Burramyidae,Cercartetus,
1035,Mammal,Cercartetus nanus,39.43664854,144.7325001,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Burramyidae,Cercartetus,
1036,Mammal,Dendrolagus matschiei,8002.026771,2240.567496,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Dendrolagus,
1037,Mammal,Dorcopsis luctuosa,3570.26128,2142.156768,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Dorcopsis,
1038,Mammal,Gymnobelideus leadbeateri,148.5935642,141.163886,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Petauridae,Gymnobelideus,
1039,Mammal,Hypsiprymnodon moschatus,510.9754091,362.7925405,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Potoroidae,Hypsiprymnodon,
1040,Mammal,Lagorchestes conspicillatus,2824.879975,2203.406381,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Lagorchestes,
1041,Mammal,Lagorchestes hirsutus,1310.086586,1283.884854,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Lagorchestes,
1042,Mammal,Lagostrophus fasciatus,1800.11396,522.0330484,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Lagostrophus,
1043,Mammal,Lasiorhinus latifrons,26668.58665,9334.005328,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Vombatidae,Lasiorhinus,
1044,Mammal,Macropus dorsalis,6499.800097,3769.884056,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,
1045,Mammal,Macropus rufogriseus,13800.66456,6624.318989,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,
1046,Mammal,Macropus rufogriseus banksianus,16200,6156,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Macropus,
1047,Mammal,Macropus rufogriseus rufogriseus,16200,5994,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Macropus,
1048,Mammal,Onychogalea fraenata,3400.165058,4556.221178,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Onychogalea,
1049,Mammal,Petauroides volans,1392.194777,417.6584331,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Pseudocheiridae,Petauroides,
1050,Mammal,Petaurus australis,527.9587598,142.5488651,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Petauridae,Petaurus,
1051,Mammal,Petrogale assimilis,4300.312336,2322.168661,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Petrogale,
1052,Mammal,Petrogale concinna,1349.895035,877.4317728,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Petrogale,
1053,Mammal,Petrogale xanthopus,7000.031591,3780.017059,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Petrogale,
1054,Mammal,Potorous longipes,1650.061001,874.5323305,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Potoroidae,Potorous,
1055,Mammal,Tarsipes rostratus,9.486368699,28.4591061,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Tarsipedidae,Tarsipes,
1056,Mammal,Thylogale thetis,3800.143529,2204.083247,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Thylogale,
1057,Mammal,Vombatus ursinus,26001.59563,4680.287213,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Vombatidae,Vombatus,
1058,Mammal,Wyulda squamicaudata,1674.942876,401.9862902,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Phalangeridae,Wyulda,
1059,Mammal,Dromiciops gliroides,23.99937877,25.67933528,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Microbiotheria,Microbiotheriidae,Dromiciops,
1060,Mammal,Ornithorhynchus anatinus,1111.987742,745.0317871,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Marsupial,Monotremata,Ornithorhynchidae,Ornithorhynchus,
1061,Mammal,Tachyglossus aculeatus,2953.928643,1181.571457,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Marsupial,Monotremata,Tachyglossidae,Tachyglossus,
1062,Bird,Parus caerulescens,11,103.5730337,Ernest et al. 2003,Passerine,Passeriformes,Paridae,Parus,May be Parus caerleus or Rallus caerulescens (order: Gruiformes)
1063,Bird,Parus caerulescens,11,113.9759036,Ernest et al. 2003,Passerine,Passeriformes,Paridae,Parus,May be Parus caerleus or Rallus caerulescens (order: Gruiformes)
1064,Bird,Turdus migratorius,77.3,728.0254545,Ernest et al. 2003,Passerine,Passeriformes,Turdidae,Turdus,
1065,Bird,Turdus migratorius,77.3,837.4166667,Ernest et al. 2003,Passerine,Passeriformes,Turdidae,Turdus,
1066,Bird,Accipiter nisus,290,2531.834131,Ernest et al. 2003,Non-Passerine,Accipitriformes,Accipitridae,Accipiter,
1067,Bird,Alcedo atthis,40,565.9259259,Ernest et al. 2003,Non-Passerine,Coraciiformes,Alcedinidae,Alcedo,
1068,Bird,Anthus pratensis,18.4,168.8,Ernest et al. 2003,Passerine,Passeriformes,Motacillidae,Anthus,
1069,Bird,Aphelocoma coerulescens,80,165.8181818,Ernest et al. 2003,Passerine,Passeriformes,Corvidae,Aphelocoma,
1070,Bird,Ardea cinerea,1443,6140.425532,Ernest et al. 2003,Non-Passerine,Pelecaniformes,Ardeidae,Ardea,
1071,Bird,Branta leucopsis,1600,9066.666667,Ernest et al. 2003,Non-Passerine,Anseriformes,Anatidae,Branta,
1072,Bird,Buteo lineatus,643,2218.35,Ernest et al. 2003,Non-Passerine,Falconiformes,Accipitridae,Buteo,
1073,Bird,Cygnus olor,8000,44000,Ernest et al. 2003,Non-Passerine,Anseriformes,Anatidae,Cygnus,
1074,Bird,Delichon urbica,20,124.6153846,Ernest et al. 2003,Passerine,Passeriformes,Hirundinidae,Delichon,
1075,Bird,Diomedea exulans,6900,6900,Ernest et al. 2003,Non-Passerine,Procellariiformes,Diomedeidae,Diomedea,
1076,Bird,Ficedula hypoleuca,12,84.38709677,Ernest et al. 2003,Passerine,Passeriformes,Muscicapidae,Ficedula,
1077,Bird,Hirundo rustica,15.8,131.2277778,Ernest et al. 2003,Passerine,Passeriformes,Hirundinidae,Hirundo,
1078,Bird,Larus novaehollandiae,260,767.6190476,Ernest et al. 2003,Non-Passerine,Charadriiformes,Laridae,Larus,
1079,Bird,Malurus splendens,8,64.796875,Ernest et al. 2003,Passerine,Passeriformes,Maluridae,Malurus,
1080,Bird,Manacus manacus,16,84.21052632,Ernest et al. 2003,Passerine,Passeriformes,Pipridae,Manacus,
1081,Bird,Morus bassanus,3067,3030.632411,Ernest et al. 2003,Non-Passerine,Suliformes,Sulidae,Morus,
1082,Bird,Otus asio,194,646.6666667,Ernest et al. 2003,Non-Passerine,Strigiformes,Strigidae,Otus,
1083,Bird,Pandion haliaetus,1798,5291.499843,Ernest et al. 2003,Non-Passerine,Falconiformes,Pandionidae,Pandion,
1084,Bird,Parus atricapillus,10.8,98.18181818,Ernest et al. 2003,Passerine,Passeriformes,Paridae,Parus,
1085,Bird,Passer montanus,22,691.4285714,Ernest et al. 2003,Passerine,Passeriformes,Passeridae,Passer,
1086,Bird,Pelecanus occidentalis,3174,9522,Ernest et al. 2003,Non-Passerine,Pelecaniformes,Pelecanidae,Pelecanus,
1087,Bird,Phalacrocorax aristotelis,1598,5174.032702,Ernest et al. 2003,Non-Passerine,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,
1088,Bird,Puffinus tenuirostris,500,540.9836066,Ernest et al. 2003,Non-Passerine,Procellariiformes,Procellariidae,Puffinus,
1089,Bird,Rissa tridactyla,393,1016.37931,Ernest et al. 2003,Non-Passerine,Charadriiformes,Laridae,Rissa,
1090,Bird,Strix uralensis,863,1992.57649,Ernest et al. 2003,Non-Passerine,Strigiformes,Strigidae,Strix,
1091,Bird,Turdus albicollis,54.1,724.94,Ernest et al. 2003,Passerine,Passeriformes,Turdidae,Turdus,
1092,Bird,Turdus fumigatus,71.4,1021.236364,Ernest et al. 2003,Passerine,Passeriformes,Turdidae,Turdus,
1093,Bird,Turdus grayi,73.8,1134.675,Ernest et al. 2003,Passerine,Passeriformes,Turdidae,Turdus,
1094,Bird,Turdus nudigenis,63.9,526.6909091,Ernest et al. 2003,Passerine,Passeriformes,Turdidae,Turdus,
1095,Fish,Acerina cernua,27,44.0625,Gulin and Rudenko 1977; cited in Downing & Plante 1993,Benthivore,Aulopiformes,Percidae,Acerina,
1096,Fish,Micralestes acutidens,5,25,Balon 1972; Balon 1974; Coche 1989; cited in Downing & Plante 1993,Benthivore,Characiformes,Alestidae,Micralestes,
1097,Fish,Alestes lateralis,36,139.3291139,Balon 1972; Balon 1974; Coche 1985; cited in Downing & Plante 1993,Piscivore,Characiformes,Alestidae,Alestes,
1098,Fish,Hydrocynus vittatus,3000,2046.357616,Balon 1972; Balon 1974; Coche 1980; cited in Downing & Plante 1993,,Characiformes,Alestidae,Hydrocynus,
1099,Fish,Catostomus commersoni,817,139.4878049,"J. R. M. Kelso, pers. comm.; Kelso 1985; Lam et al. 1987; cited in Downing & Plante 1993",Benthivore,Cypriniformes,Catostomidae,Catostomus,
1100,Fish,Catostomus commersoni,794,246.4137931,"J. R. M. Kelso, pers. comm.; Kelso 1985; Lam et al. 1987; cited in Downing & Plante 1993",Benthivore,Cypriniformes,Catostomidae,Catostomus,
1101,Fish,Catostomus commersoni,414,82.05405405,"J. R. M. Kelso, pers. comm.; Kelso 1985; Lam et al. 1987; cited in Downing & Plante 1993",Benthivore,Cypriniformes,Catostomidae,Catostomus,
1102,Fish,"Cyprinus  carpio, 1968",1310,1664.791667,Jester 1971; 1972; 1978; cited in Downing & Plante 1993,Benthivore,Cypriniformes,Cyprinidae,Cyprinus ,
1103,Fish,Mylocheilus caurinus,408,532.173913,"W. T. Edmondson, pers. comm.; Edmondson and Lehman 1981; Eggers et al. 1978; Scheffer and Robinson 1944; cited in Downing & Plante 1993",Benthivore,Cypriniformes,Cyprinidae,Mylocheilus,
1104,Fish,Rutilus rutilus,152,66.13225806,Gulin and Rudenko 1976; cited in Downing & Plante 1993,Benthivore,Cypriniformes,Cyprinidae,Rutilus,
1105,Fish,Scardinius erythrophthalmus,208,113.9363057,Gulin and Rudenko 1979; cited in Downing & Plante 1993,Benthivore,Cypriniformes,Cyprinidae,Scardinius,
1106,Fish,Tinca tinca,1230,745.4545455,Gulin and Rudenko 1974; cited in Downing & Plante 1993,Benthivore,Cypriniformes,Cyprinidae,Tinca,
1107,Fish,Alburnus alburnus,6.92,11.11352,Banse and Mosher 1980,Fish,Cypriniformes,Cyprinidae,Alburnus,Temp: 15 deg C
1108,Fish,Gobio gobio,9.23,18.19233,Banse and Mosher 1980,Fish,Cypriniformes,Cyprinidae,Gobio,Temp: 14 deg C
1109,Fish,Leuciscus leuciscus,13.8,24.1776,Banse and Mosher 1980,Fish,Cypriniformes,Cyprinidae,Leuciscus,Temp: 12 deg C
1110,Fish,Pimephales promelas,1.77,4.974585,Banse and Mosher 1980,Fish,Cypriniformes,Cyprinidae,Pimephales,Temp: 8 deg C
1111,Fish,Rutilus rutilus,15.4,14.0525,Banse and Mosher 1980,Fish,Cypriniformes,Cyprinidae,Rutilus,Temp: 9 deg C
1112,Fish,Ptychocheilus oregonensis,2385,325.2272727,"W. T. Edmondson, pers. comm.; Edmondson and Lehman 1981; Eggers et al. 1978; Scheffer and Robinson 1945; cited in Downing & Plante 1993",Piscivore,Cypriniformes,Cyprinidae,Ptychocheilus,
1113,Fish,Notemigonus crysoleucas,19,38,Chadwick 1979; cited in Downing & Plante 1993,Planktivore,Cypriniformes,Cyprinidae,Notemigonus,
1114,Fish,Semotilus atromaculatus,15,37.5,Chadwick 1976; cited in Downing & Plante 1993,Planktivore,Cypriniformes,Cyprinidae,Semotilus,
1115,Fish,Semotilus margarita,27,56.07692308,Chadwick 1981; cited in Downing & Plante 1993,Planktivore,Cypriniformes,Cyprinidae,Semotilus,
1116,Fish,Abramis brama,1450,572.3245109,Beattie et al. 1972; Goldspink 1978; Goldspink 1979; cited in Downing & Plante 1993,Planktivore/Benthivore,Cypriniformes,Cyprinidae,Abramis,
1117,Fish,Carassius carassius,841,509.0263158,Gulin and Rudenko 1973; cited in Downing & Plante 1993,Planktivore/Benthivore,Cypriniformes,Cyprinidae,Carassius,
1118,Fish,"lctiobus  bubalus, 1966",2252,1696.712329,Jester 1971; 1972; 1976; cited in Downing & Plante 1993,Planktivore/Benthivore,Cypriniformes,Catostomidae,lctiobus ,
1119,Fish,Moroco steindachneri,10,5.806451613,Mortimer and Worthington 1942; Miura and Tanaka 1975; Nakanishi 1975; cited in Downing & Plante 1993,Planktivore/Benthivore,Cypriniformes,Cyprinidae,Moroco,
1120,Fish,Phoxinus phoxinus,5,3.2,Eloranta and Palomaeki 1986; Mills and Eloranta 1985; Sarrka 1972; cited in Downing & Plante 1993,Planktivore/Benthivore,Cypriniformes,Cyprinidae,Phoxinus,
1121,Fish,Phoxinus phoxinus,10,4.827586207,Kloster 1978; Lien 1978; Lien 1981; Tangen and Brettum 1979; cited in Downing & Plante 1993,Planktivore/Benthivore,Cypriniformes,Cyprinidae,Phoxinus,
1122,Fish,Pimephalus promelas,7,20.06666667,Chadwick 1977; cited in Downing & Plante 1993,Planktivore/Benthivore,Cypriniformes,Cyprinidae,Pimephalus,
1123,Fish,Rutilus rutilus,400,131.2977099,"E. A. Lind, pers. comm.; Lind et al. 1973; 1975; cited in Downing & Plante 1993",Planktivore/Benthivore,Cypriniformes,Cyprinidae,Rutilus,
1124,Fish,Rutilus rutilus,340,447.3435327,Beattie et al. 1972; Goldspink 1978; Goldspink 1979; cited in Downing & Plante 1993,Planktivore/Benthivore,Cypriniformes,Cyprinidae,Rutilus,
1125,Fish,"Carpiodes  carpio, 1967",2146,1566,Jester 1971; 1972; 1977; cited in Downing & Plante 1993,,Cypriniformes,Catostomidae,Carpiodes ,
1126,Fish,Labeo altivelis,1630,982.7941176,Balon 1972; Balon 1974; Coche 1979; cited in Downing & Plante 1993,,Cypriniformes,Labeo,Labeo,
1127,Fish,Nemacheilus barbatulus,15,1.724276527,Eloranta and Palomaeki 1986; Mills and Eloranta 1985; Sarrka 1973; cited in Downing & Plante 1993,,Cypriniformes,Balitoridae,Nemacheilus,
1128,Fish,Esox lucius,571,215.1594203,Arvola 1983; Rask and Arvola 1987; cited in Downing & Plante 1993,Piscivore,Esociformes,Esocidae,Esox,
1129,Fish,Esox lucius,1386,967.5849057,Gulin and Rudenko 1978; cited in Downing & Plante 1993,Piscivore,Esociformes,Esocidae,Esox,
1130,Fish,Esox lucius,4425,2706.361607,Ciepielwski 1981; IBP data set; Zachweja 1973; cited in Downing & Plante 1993,Piscivore,Esociformes,Esocidae,Esox,
1131,Fish,Esox lucius,4445,4608.119266,Ciepielwski 1981; IBP data set; Zachweja 1973; cited in Downing & Plante 1993,Piscivore,Esociformes,Esocidae,Esox,
1132,Fish,Gadus morhua,15000,2190,Hutchings 1999,Fish,Gadiformes,Gadidae,Gadus,Temp: 8 deg C
1133,Fish,Gasterosteus aculeatus,4,5.176470588,Krogius et al. 1972; cited in Downing & Plante 1993,Planktivore,Gasterosteiformes,Gasterosteidae,Gasterosteus,
1134,Fish,Gasterosteus aculeatus,4,3.2,"W. T. Edmondson, pers. comm.; Edmondson and Lehman 1981; Eggers et al. 1978; Scheffer and Robinson 1940; cited in Downing & Plante 1993",Planktivore,Gasterosteiformes,Gasterosteidae,Gasterosteus,
1135,Fish,Mormyrus longirostris,2900,1508.943089,Balon 1972; Balon 1974; Coche 1986; cited in Downing & Plante 1993,Benthivore,Osteoglossiformes,Mormyridae,Mormyrus,
1136,Fish,Mormyrops deliciosus,1500,804.2763158,Balon 1972; Balon 1974; Coche 1990; cited in Downing & Plante 1993,Piscivore,Osteoglossiformes,Mormyridae,Mormyrops,
1137,Fish,Hippopotamyrus discorhynchus,133,248.7234698,Balon 1972; Balon 1974; Coche 1975; cited in Downing & Plante 1993,,Osteoglossiformes,Mormyridae,Hippopotamyrus,
1138,Fish,Marcusenius macrolepidotus,222,291.7714286,Balon 1972; Balon 1974; Coche 1992; cited in Downing & Plante 1993,,Osteoglossiformes,Mormyridae,Marcusenius,
1139,Fish,Perca flavescens,150,378.6585366,Chadwick 1980; cited in Downing & Plante 1993,Benthivore,Perciformes,Percidae,Perca,
1140,Fish,Perca fluviatilis,90,38.67567568,Arvola 1983; Rask and Arvola 1986; cited in Downing & Plante 1993,Benthivore,Perciformes,Percidae,Perca,
1141,Fish,Perca fluviatilis,43,33.26132404,Tikka and Paasivirta 1979; cited in Downing & Plante 1993,Benthivore,Perciformes,Percidae,Perca,
1142,Fish,Etheostoma flabellare,1.23,2.379435,Banse and Mosher 1980,Fish,Perciformes,Percidae,Etheostoma,Temp: 12 deg C
1143,Fish,Etheostoma spectabile,0.538,1.394227,Banse and Mosher 1980,Fish,Perciformes,Percidae,Etheostoma,Production*mass*365; Temp: 11 deg C
1144,Fish,Cichlasoma tetracanthus,830,540.4651163,Holcik 1970; cited in Downing & Plante 1993,Piscivore,Perciformes,Cichlidae,Cichlasoma,
1145,Fish,Cichlasoma tetracanthus,291,212.1451049,Holcik 1971; cited in Downing & Plante 1993,Piscivore,Perciformes,Cichlidae,Cichlasoma,
1146,Fish,Micropterus salmoides,2923,1976.656056,Holcik 1972; cited in Downing & Plante 1993,Piscivore,Perciformes,Centrarchidae,Micropterus,
1147,Fish,Micropterus salmoides,2217,1696.281139,Holcik 1972; cited in Downing & Plante 1993,Piscivore,Perciformes,Centrarchidae,Micropterus,
1148,Fish,Perca flavescens,415,191.5384615,"W. T. Edmondson, pers. comm.; Edmondson and Lehman 1981; Eggers et al. 1978; Scheffer and Robinson 1939; cited in Downing & Plante 1993",Piscivore,Perciformes,Percidae,Perca,
1149,Fish,Perca fluviatilis,30,16.93877551,Johansson 1983; Nyberg 1979; Ramberg 1976 ; cited in Downing & Plante 1993,Piscivore,Perciformes,Percidae,Perca,
1150,Fish,Perca fluviatilis,475,476.2179487,Gulin and Rudenko 1975; cited in Downing & Plante 1993,Piscivore,Perciformes,Percidae,Perca,
1151,Fish,Perca fluviatilis,35,26.81818182,Tikka and Paasivirta 1979; cited in Downing & Plante 1993,Piscivore,Perciformes,Percidae,Perca,
1152,Fish,Perca fluviatilis,235,140.7486631,"E. A. Lind, pers. comm.; Lind et al. 1973; 1974; cited in Downing & Plante 1993",Piscivore,Perciformes,Percidae,Perca,
1153,Fish,Perca fluviatilis,310,847.9411765,"LeCren 1976; Morgan 1972; J. E. Thorpe, pers. comm.; Thorpe 1975; cited in Downing & Plante 1993",Piscivore,Perciformes,Percidae,Perca,
1154,Fish,Perca fluviatilis,192,116.2597403,Craig 1980; LeCren 1976; Mortimer and Worthington 1942; cited in Downing & Plante 1993,Piscivore,Perciformes,Percidae,Perca,
1155,Fish,Stizostedion vitreum,2110,763.9655172,Kelso and Ward 1972; Kelso and Ward 1977; Ward and Robinson 1974; cited in Downing & Plante 1993,Piscivore,Perciformes,Percidae,Stizostedion,
1156,Fish,Lepomis macrochirus,278,274.0717391,Holcik 1971; cited in Downing & Plante 1993,Planktivore,Perciformes,Centrarchidae,Lepomis,
1157,Fish,Lepomis macrochirus,355,243.1114473,Holcik 1970; cited in Downing & Plante 1993,Planktivore,Perciformes,Centrarchidae,Lepomis,
1158,Fish,Perca fluviatilis,30,14.55445545,Johansson 1983; Nyberg 1979; Ramberg 1976; cited in Downing & Plante 1993,Planktivore,Perciformes,Percidae,Perca,
1159,Fish,Philypnodon breviceps,8,14.47861692,"D. J. Staples, pers. comm.; Staples 1975a; Staples 1975b; cited in Downing & Plante 1993",Planktivore,Perciformes,Eleotridae,Philypnodon,
1160,Fish,Sarotherodon alcalicum,17,41.79617834,Vareschi 1982; Vareschi and Jacobs 1984; Vareschi and Jacobs 1985; cited in Downing & Plante 1993,Planktivore,Perciformes,Cichlidae,Sarotherodon,
1161,Fish,Tilapia nilotica,1000,1440.540541,Balon 1974; Coche 1974; Dunn et al. 1969; Ganf 1974; Gwahaba 1973; cited in Downing & Plante 1993,Planktivore,Perciformes,Cichlidae,Tilapia,
1162,Fish,Tilapia rendalli,1180,1362.729659,Balon 1972; Balon 1974; Coche 1982; cited in Downing & Plante 1993,Planktivore,Perciformes,Cichlidae,Tilapia,
