Unique_ID,Taxa,Species,x_g,y_g,Reference,Group,Order,Family,Genus,Notes
1163,Fish,Lepomis macrochirus,56,45.37205082,Gerking 1962; Gerking 1964; Mahon 1976 ; cited in Downing & Plante 1993,Planktivore/Benthivore,Perciformes,Centrarchidae,Lepomis,
1164,Fish,Perca fluviatilis,90,22.71428571,Arvola 1983; Rask and Arvola 1985; cited in Downing & Plante 1993,Planktivore/Benthivore,Perciformes,Percidae,Perca,
1165,Fish,Perca fluviatilis,43,12.14117647,"M. Rask, pers. comm.; Rask 1984; Rask et al. 1986; cited in Downing & Plante 1993",Planktivore/Benthivore,Perciformes,Percidae,Perca,
1166,Fish,Haplochromis darlingi,6,13.73684211,Balon 1972; Balon 1974; Coche 1977; cited in Downing & Plante 1993,,Perciformes,Cichlidae,Haplochromis,
1167,Fish,Sargochromis codringtoni,440,440,Balon 1972; Balon 1974; Coche 1987; cited in Downing & Plante 1993,,Perciformes,Cichlidae,Sargochromis,
1168,Fish,Sarotherodon mossambicus,350,289.6383866,Balon 1972; Balon 1974; Coche 1983; cited in Downing & Plante 1993,,Perciformes,Cichlidae,Sarotherodon,
1169,Fish,Hippoglossoides platessoides,277,111.2155,Banse and Mosher 1980,Fish,Pleuronectiformes,Pleuronectidae,Hippoglossoides,Temp: 1.4 deg C
1170,Fish,Salvelinus fontinalis,367,200.1818182,"J. R. M. Kelso, pers. comm.; Kelso 1985; Lam et al. 1986; cited in Downing & Plante 1993",Benthivore,Salmoniformes,Salmonidae,Salvelinus,
1171,Fish,Salvelinus fontinalis,229,458,Chadwick 1978; cited in Downing & Plante 1993,Benthivore,Salmoniformes,Salmonidae,Salvelinus,
1172,Fish,Salmo gairdneri,156,124.2926829,Efford 1972; Wali et al. 1972 ; cited in Downing & Plante 1993,Piscivore,Salmoniformes,Salmonidae,Salmo,
1173,Fish,Salmo trutta,820,919.8717949,"LeCren 1976; Morgan 1972; J. E. Thorpe, pers. comm.; Thorpe 1974; cited in Downing & Plante 1993",Piscivore,Salmoniformes,Salmonidae,Salmo,
1174,Fish,Salvelinus fontinalis,320,225.1851852,"D. R. Alexander, pers. comm.; Alexander and Merrill 1976; Alexander et al. 1986; cited in Downing & Plante 1993",Piscivore,Salmoniformes,Salmonidae,Salvelinus,
1175,Fish,Salvelinus fontinalis,1600,1066.666667,O'Connor and Power 1973; cited in Downing & Plante 1993,Piscivore,Salmoniformes,Salmonidae,Salvelinus,
1176,Fish,Salvelinus fontinalis,913,498,"J. R. M. Kelso, pers. comm.; Kelso 1985; Lam et al. 1986; cited in Downing & Plante 1993",Piscivore,Salmoniformes,Salmonidae,Salvelinus,
1177,Fish,Salvelinus fontinalis,309,219.2903226,"G. Power, pers. comm.; Saunders and Power 1970; cited in Downing & Plante 1993",Piscivore,Salmoniformes,Salmonidae,Salvelinus,
1178,Fish,Salvelinus fontinalis,1641,895.0909091,"J. R. M. Kelso, pers. comm.; Kelso 1985; Lam et al. 1986; cited in Downing & Plante 1993",Piscivore,Salmoniformes,Salmonidae,Salvelinus,
1179,Fish,Salvelinus malma,500,351.3513514,Krogius et al. 1974; cited in Downing & Plante 1993,Piscivore,Salmoniformes,Salmonidae,Salvelinus,
1180,Fish,Coregonus clupeaformis,1127,330.2038217,"C. A. Mills, pers. comm.; Mills 1985; cited in Downing & Plante 1993",Planktivore,Salmoniformes,Salmonidae,Coregonus,
1181,Fish,Coregonus clupeaformis,1127,254.869258,"C. A. Mills, pers. comm.; Mills 1985; cited in Downing & Plante 1993",Planktivore,Salmoniformes,Salmonidae,Coregonus,
1182,Fish,Coregonus clupeaformis,1127,349.9153226,"C. A. Mills, pers. comm.; Mills 1985; cited in Downing & Plante 1993",Planktivore,Salmoniformes,Salmonidae,Coregonus,
1183,Fish,Coregonus clupeaformis,1127,241.1255814,"C. A. Mills, pers. comm.; Mills 1985; cited in Downing & Plante 1993",Planktivore,Salmoniformes,Salmonidae,Coregonus,
1184,Fish,Coregonus clupeaformis,1127,227.7978723,"C. A. Mills, pers. comm.; Mills 1985; cited in Downing & Plante 1993",Planktivore,Salmoniformes,Salmonidae,Coregonus,
1185,Fish,Coregonus clupeaformis,1127,154.5884956,"C. A. Mills, pers. comm.; Mills 1985; cited in Downing & Plante 1993",Planktivore,Salmoniformes,Salmonidae,Coregonus,
1186,Fish,Coregonus clupeaformis,1127,184.9435897,"C. A. Mills, pers. comm.; Mills 1985; cited in Downing & Plante 1993",Planktivore,Salmoniformes,Salmonidae,Coregonus,
1187,Fish,Coregonus clupeaformis,1127,118.2654321,"C. A. Mills, pers. comm.; Mills 1985; cited in Downing & Plante 1993",Planktivore,Salmoniformes,Salmonidae,Coregonus,
1188,Fish,Coregonus muksun,620,251.4089347,Arvola 1983; Rask and Arvola 1985; cited in Downing & Plante 1993,Planktivore,Salmoniformes,Salmonidae,Coregonus,
1189,Fish,Coregonus pilea,280,255,Arvola 1983; Rask and Arvola 1984; cited in Downing & Plante 1993,Planktivore,Salmoniformes,Salmonidae,Coregonus,
1190,Fish,Oncorhynchus nerka,125,305.9440559,Krogius et al. 1973; cited in Downing & Plante 1993,Planktivore,Salmoniformes,Salmonidae,Oncorhynchus,
1191,Fish,Oncorhynchus nerka,125,87.34939759,Efford 1972; Wali et al. 1973; cited in Downing & Plante 1993,Planktivore,Salmoniformes,Salmonidae,Oncorhynchus,
1192,Fish,Oncorhynchus nerka,125,152.173913,"W. T. Edmondson, pers. comm.; Edmondson and Lehman 1981; Eggers et al. 1978; Scheffer and Robinson 1942; cited in Downing & Plante 1993",Planktivore,Salmoniformes,Salmonidae,Oncorhynchus,
1193,Fish,Salvelinus alpinus,570,10.96153846,Rigler 1972; 1975; 1978; cited in Downing & Plante 1993,Planktivore,Salmoniformes,Salmonidae,Salvelinus,
1194,Fish,Salmo trutta,500,393.4911243,Kloster 1978; Lien 1978; Lien 1981; Tangen and Brettum 1978; cited in Downing & Plante 1993,Planktivore/Benthivore,Salmoniformes,Salmonidae,Salmo,
1195,Fish,Cottus asper,110,121.3402062,"W. T. Edmondson, pers. comm.; Edmondson and Lehman 1981; Eggers et al. 1978; Scheffer and Robinson 1943; cited in Downing & Plante 1993",Piscivore,Scorpaeniformes,Cottidae,Cottus,
1196,Fish,Eutropius depressirostris,85,81.53061224,Balon 1972; Balon 1974; Coche 1984; cited in Downing & Plante 1993,Piscivore,Siluriformes,Schilbeidae,Eutropius,
1197,Fish,Schilbe mystus,53,35.33333333,Balon 1972; Balon 1974; Coche 1974; cited in Downing & Plante 1993,Piscivore,Siluriformes,Schilbeidae,Schilbe,
1198,Fish,Clarias gariepinus,2700,1194.084507,Balon 1972; Balon 1974; Coche 1981; cited in Downing & Plante 1993,,Siluriformes,Clariidae,Clarias,
1199,Fish,Heterobranchus longifilis,4200,2503.846154,Balon 1972; Balon 1974; Coche 1976; cited in Downing & Plante 1993,,Siluriformes,Clariidae,Heterobranchus,
1200,Fish,Malapterurus electricus,2800,3019.277108,Balon 1972; Balon 1974; Coche 1991; cited in Downing & Plante 1993,,Siluriformes,Malapteruridae,Malapterurus,
1201,Fish,Synodontis nebulosus,35,35,Balon 1972; Balon 1974; Coche 1978; cited in Downing & Plante 1993,,Siluriformes,Mochokidae,Synodontis,
1202,Fish,Synodontis zambezensis,440,395.443038,Balon 1972; Balon 1974; Coche 1988; cited in Downing & Plante 1993,,Siluriformes,Mochokidae,Synodontis,
1203,Invertebrate,Crangonyx gracilis,0.026230103,0.166801519,Martien and Benke 1977; cited in Plante & Downing 1989,Benthos,Amphipoda,Crangonyctidae,Crangonyx,
1204,Invertebrate,Crangonyx richmondensis,0.039994475,0.07606765,"Efford 1967, Mathias 1971; cited in Plante & Downing 1989",Benthos,Amphipoda,Crangonyctidae,Crangonyx,
1205,Invertebrate,Hyalella azteca,0.01,0.039536662,"Efford 1967, Mathias 1971; cited in Plante & Downing 1989",Benthos,Amphipoda,Dogielinotidae,Hyalella,
1206,Invertebrate,Eubranchipus vernalis,0.00007,0.00181405,Hann 1985; Gillooly 2000,Zooplankton,Anostraca,Chirocephalidae,Eubranchipus,Temp: 16 deg C
1207,Invertebrate,Eubranchipus vernalis,0.00007,0.00365365,Hann 1985; Gillooly 2000,Zooplankton,Anostraca,Chirocephalidae,Eubranchipus,Temp: 20 deg C
1208,Invertebrate,Eubranchipus vernalis,0.00007,0.0033215,Hann 1985; Gillooly 2000,Zooplankton,Anostraca,Chirocephalidae,Eubranchipus,Temp: 24 deg C
1209,Invertebrate,Parartemia zietziana,0.040003685,0.418022829,Marchant and Williams 1977; cited in Plante & Downing 1989,Benthos,Anostraca,Parartemiidae,Parartemia,
1210,Invertebrate,Parartemia zietziana,0.040003685,0.800202677,"Marchant and Williams 1977, Williams and Buckney 1976; cited in Plante & Downing 1989",Benthos,Anostraca,Parartemiidae,Parartemia,
1211,Invertebrate,Bellamya ,1.049542429,6.086953723,"Carmouze and Lemoalle 1983, Carmouze et al. 1983, Leveque 1973, Leveque and Saint-Jean 1987; cited in Plante & Downing 1989",Benthos,Architaenioglossa,Viviparidae,Bellamya,
1212,Invertebrate,Erpobdella octoculata,0.120005182,0.365174127,"Bosselman 1981, Dall et al. 1984, Jonasson 1975, Jonasson 1984, Jonasson and Kristiansen 1967, Petersen 1983; cited in Plante & Downing 1989",Benthos,Arhynchobdellida,Erpobdellidae,Erpobdella,
1213,Invertebrate,Erpobdella testacea,0.260015956,0.336511569,"Bosselman 1981, Dall et al. 1984, Jonasson 1975, Jonasson 1984, Jonasson and Kristiansen 1967, Petersen 1983; cited in Plante & Downing 1989",Benthos,Arhynchobdellida,Erpobdellidae,Erpobdella,
1214,Invertebrate,Rotatoria ,8.93511E-07,6.71583E-06,Winberg et al. 1973; cited in Plante & Downing 1989,Zooplankton,Bdelloidea,Philodinidae,Rotatoria,Body mass also estimated as 0.00000025; Dumont 1975; mean dry weight (>100 estimates); female without eggs
1215,Invertebrate,Rotatoria ,8.93511E-07,3.08816E-05,"Alimov and Winberg 1972, Alimov et al. 1972; cited in Plante & Downing 1989",Zooplankton,Bdelloidea,Philodinidae,Rotatoria,Body mass also estimated as 0.00000025; Dumont 1975; mean dry weight (>100 estimates); female without eggs
1216,Invertebrate,Rotatoria ,8.93511E-07,3.25387E-05,"Alimov and Winberg 1972, Alimov et al. 1972; cited in Plante & Downing 1989",Zooplankton,Bdelloidea,Philodinidae,Rotatoria,Body mass also estimated as 0.00000025; Dumont 1975; mean dry weight (>100 estimates); female without eggs
1217,Invertebrate,Rotatoria ,8.93511E-07,5.30029E-05,Hillbricht-llkowska and Weglenska 1970; cited in Plante & Downing 1989,Zooplankton,Bdelloidea,Philodinidae,Rotatoria,Body mass also estimated as 0.00000025; Dumont 1975; mean dry weight (>100 estimates); female without eggs
1218,Invertebrate,Rotatoria ,8.93511E-07,5.97585E-05,Hillbricht-llkowska and Weglenska 1970; cited in Plante & Downing 1989,Zooplankton,Bdelloidea,Philodinidae,Rotatoria,Body mass also estimated as 0.00000025; Dumont 1975; mean dry weight (>100 estimates); female without eggs
1219,Invertebrate,Rotatoria ,8.93511E-07,8.73575E-06,Winberg et al. 1973; cited in Plante & Downing 1989,Zooplankton,Bdelloidea,Philodinidae,Rotatoria,Body mass also estimated as 0.00000025; Dumont 1975; mean dry weight (>100 estimates); female without eggs
1220,Invertebrate,Arctodiaptomus laticeps,0.0001,0.000285693,"Aagaard 1978, Jensen 1981, Langeland et al. 1977; cited in Plante & Downing 1989",Zooplankton,Calanoida,Diaptomidae,Arctodiaptomus,
1221,Invertebrate,Arctodiaptomus laticeps,0.0001,0.000243332,"Aagaard 1978, Jensen 1981, Langeland et al. 1977; cited in Plante & Downing 1989",Zooplankton,Calanoida,Diaptomidae,Arctodiaptomus,
1222,Invertebrate,Argyrodiaptomus furcatus,0.00148013,0.108267972,Rocha and Matsumura-Tundisi 1984; cited in Plante & Downing 1989,Zooplankton,Calanoida,Diaptomidae,Argyrodiaptomus,
1223,Invertebrate,Calamoecia lucasi,1.20005E-05,0.000141286,"Green 1975, Green 1976; cited in Plante & Downing 1989",Zooplankton,Calanoida,Centropagidae,Calamoecia,
1224,Invertebrate,Diaptomidae ,0.000284119,0.004979664,Hillbricht-llkowska and Weglenska 1970; cited in Plante & Downing 1989,Zooplankton,Calanoida,Diaptomidae,Diaptomidae,
1225,Invertebrate,Diaptomidae ,0.000284119,0.004851768,Hillbricht-llkowska and Weglenska 1970; cited in Plante & Downing 1989,Zooplankton,Calanoida,Diaptomidae,Diaptomidae,
1226,Invertebrate,Diaptomus gracilis,0.000284119,0.007022633,Kibby 1971; cited in Plante & Downing 1989,Zooplankton,Calanoida,Diaptomidae,Diaptomus,
1227,Invertebrate,Diaptomus gracilis,0.000284119,0.007792916,Kibby 1971; cited in Plante & Downing 1989,Zooplankton,Calanoida,Diaptomidae,Diaptomus,
1228,Invertebrate,Eudiaptomus gracilis,0.000200032,0.002000322,Andronikova et al. 1972; cited in Plante & Downing 1989,Zooplankton,Calanoida,Diaptomidae,Eudiaptomus,Body mass also estimated as 0.0000102; Dumont 1975; mean dry weight; female without eggs
1229,Invertebrate,Eudiaptomus graciloides,0.000200032,0.001394119,"Bosselman 1981, Dall et al. 1984, Jonasson 1975, Jonasson 1984, Jonasson and Kristiansen 1967, Petersen 1983; cited in Plante & Downing 1989",Zooplankton,Calanoida,Diaptomidae,Eudiaptomus,
1230,Invertebrate,Leptodiaptomus sicilis,0.000220039,0.00057783,"Anderson 1974, Anderson and Donald 1978, Herzig et al. 1980; cited in Plante & Downing 1989",Zooplankton,Calanoida,Diaptomidae,Leptodiaptomus,
1231,Invertebrate,Lovenula africana,0.00150003,0.025124649,"Vareschi 1982, Vareschi and Jacobs 1984, Vareschi and Jacobs 1985; cited in Plante & Downing 1989",Zooplankton,Calanoida,Diaptomidae,Lovenula,
1232,Invertebrate,Mixodiaptomus lacianatus,0.000110002,0.000150487,"Capblancq and Laville 1968, Capblancq and Laville 1983, Giani and Laville 1973, Laville 1972, Laville 1975, Rey and Capblancq 1975; cited in Plante & Downing 1989",Benthos,Calanoida,Diaptomidae,Mixodiaptomus,Body mass also estimated as 0.0000077; Dumont 1975; mean dry weight; female without eggs
1233,Invertebrate,Roeckella dilatata,8.67361E-05,0.000601312,"Burns 1979, Burns and Mitchell 1974, Jolly 1952, Mitchell and Burns 1981; cited in Plante & Downing 1989",Zooplankton,Calanoida,,Roeckella,
1234,Invertebrate,Bosmina coregoni,4.22766E-05,0.00110535,Andronikova et al. 1972; cited in Plante & Downing 1989,Zooplankton,Cladocera,Bosminidae,Bosmina,
1235,Invertebrate,Bosmina fatalis,4.58142E-05,0.001878019,Nanazato and Yasuno 1985; cited in Plante & Downing 1989,Zooplankton,Cladocera,Bosminidae,Bosmina,
1236,Invertebrate,Bosmina longirostris,4.58142E-05,0.002468312,Nanazato and Yasuno 1985; cited in Plante & Downing 1989,Zooplankton,Cladocera,Bosminidae,Bosmina,Body mass also estimated as 0.000005; Dumont 1975; dry wt: 0.17-6.27 ug -  female without eggs
1237,Invertebrate,Bosmina longirostris,2.40492E-05,0.000676083,Borgmann et al. 1984; cited in Plante & Downing 1989,Zooplankton,Cladocera,Bosminidae,Bosmina,Body mass also estimated as 0.00000017; Dumont 1975; dry wt: 0.17-6.27 ug - female without eggs
1238,Invertebrate,Bosmina longispina,0.000120005,0.003614099,"Johannessen 1978, Kloster 1978, Larsson 1978; cited in Plante & Downing 1989",Zooplankton,Cladocera,Bosminidae,Bosmina,
1239,Invertebrate,Ceriodaphnia dubia,0.00003355,0.000612288,Anderson and Benke 1994; Gillooly 2000,Zooplankton,Cladocera,Daphniidae,Ceriodaphnia,Temp: 8 deg C
1240,Invertebrate,Ceriodaphnia dubia,0.00003355,0.00146949,Anderson and Benke 1994; Gillooly 2000,Zooplankton,Cladocera,Daphniidae,Ceriodaphnia,Temp: 15 deg C
1241,Invertebrate,Ceriodaphnia dubia,0.00003355,0.00244915,Anderson and Benke 1994; Gillooly 2000,Zooplankton,Cladocera,Daphniidae,Ceriodaphnia,Temp: 20 deg C
1242,Invertebrate,Ceriodaphnia dubia,0.00003355,0.003183895,Anderson and Benke 1994; Gillooly 2000,Zooplankton,Cladocera,Daphniidae,Ceriodaphnia,Temp: 25 deg C
1243,Invertebrate,Ceriodaphnia lacustris,3.81154E-05,0.002134027,Borgmann et al. 1984; cited in Plante & Downing 1989,Zooplankton,Cladocera,Daphniidae,Ceriodaphnia,
1244,Invertebrate,Chydorus sphaericus,0.00003,0.000251027,Nanazato and Yasuno 1985; cited in Plante & Downing 1989,Zooplankton,Cladocera,Chydoridae,Chydorus,
1245,Invertebrate,Chydorus sphaericus,0.00003,0.001350272,Andronikova et al. 1972; cited in Plante & Downing 1989,Zooplankton,Cladocera,Chydoridae,Chydorus,
1246,Invertebrate,Chydorus sphaericus,0.00003,0.00156585,Hann 1985; Gillooly 2000,Zooplankton,Cladocera,Chydoridae,Chydorus,Temp: 15 deg C
1247,Invertebrate,Chydorus sphaericus,0.00003,0.0029346,Hann 1985; Gillooly 2000,Zooplankton,Cladocera,Chydoridae,Chydorus,Temp: 25 deg C
1248,Invertebrate,Daphnia cucullata,0.000327944,0.013049684,"Beattie et al. 1972, Beattie et al. 1978, De Haan 1982, Leenen 1982, Vijverberg 1977, Vijverberg and Richter 1982, Vijverberg and Richter 1982; cited in Plante & Downing 1989",Zooplankton,Cladocera,Daphniidae,Daphnia,
1249,Invertebrate,Daphnia hyalina,0.00139991,0.073147586,"Andrew 1983, Steel et al. 1972; cited in Plante & Downing 1989",Zooplankton,Cladocera,Daphniidae,Daphnia,
1250,Invertebrate,Daphnia hyalina,0.000327944,0.027441004,"Beattie et al. 1972, Beattie et al. 1978, De Haan 1982, Leenen 1982, Vijverberg 1977, Vijverberg and Richter 1982, Vijverberg and Richter 1982; cited in Plante & Downing 1989",Zooplankton,Cladocera,Daphniidae,Daphnia,
1251,Invertebrate,Daphnia longispina,0.000299985,0.000430725,"Capblancq and Laville 1968, Capblancq and Laville 1983, Giani and Laville 1973, Laville 1972, Laville 1975, Rey and Capblancq 1975; cited in Plante & Downing 1989",Zooplankton,Cladocera,Daphniidae,Daphnia,
1252,Invertebrate,Daphnia magna,0.000885,0.04328535,Korpelainen 1986; Gillooly 2000,Zooplankton,Cladocera,Daphniidae,Daphnia,Temp: 14 deg C
1253,Invertebrate,Daphnia magna,0.000885,0.07171155,Korpelainen 1986; Caron et al. 1986,Zooplankton,Cladocera,Daphniidae,Daphnia,Temp: 19 deg C
1254,Invertebrate,Daphnia magna,0.000885,0.0788181,Korpelainen 1986; Caron et al. 1986,Zooplankton,Cladocera,Daphniidae,Daphnia,Temp: 24 deg C
1255,Invertebrate,Daphnia magna,0.000885,0.0891549,Korpelainen 1986; Gillooly 2000,Zooplankton,Cladocera,Daphniidae,Daphnia,Temp: 29 deg C
1256,Invertebrate,Daphnia retrocurva,8.39653E-05,0.001875426,Borgmann et al. 1984; cited in Plante & Downing 1989,Zooplankton,Cladocera,Daphniidae,Daphnia,
1257,Invertebrate,Daphnia spp.,0.000327944,0.014507748,Andronikova et al. 1972; cited in Plante & Downing 1989,Zooplankton,Cladocera,Daphniidae,Daphnia,Body mass also estimated as 0.00028; Dumont 1975; wet wt: 0.022-0.822 mg - female without eggs
1258,Invertebrate,Holopedium gibberum,0.000395367,0.024054703,"Johannessen 1978, Kloster 1978, Larsson 1978; cited in Plante & Downing 1989",Zooplankton,Cladocera,Holopedidae,Holopedium,
1259,Invertebrate,Acanthocyclops robustus,0.000110002,0.010289636,"Beattie et al. 1972, Beattie et al. 1978, De Haan 1982, Leenen 1982, Vijverberg 1977, Vijverberg and Richter 1982, Vijverberg and Richter 1982; cited in Plante & Downing 1989",Zooplankton,Cyclopoida,Cyclopidae,Acanthocyclops,Body mass also estimated as 0.0000075; Dumont 1975; mean dry weight; female without eggs
1260,Invertebrate,Cyclopidae ,0.000110002,0.001982896,Hillbricht-llkowska and Weglenska 1970; cited in Plante & Downing 1989,Zooplankton,Cyclopoida,Cyclopidae,Cyclopidae,Body mass also estimated as 0.00005; Dumont 1975; dry wt: 5-102 ug - female with and without eggs
1261,Invertebrate,Cyclopidae ,0.000110002,0.00199159,Hillbricht-llkowska and Weglenska 1970; cited in Plante & Downing 1989,Zooplankton,Cyclopoida,Cyclopidae,Cyclopidae,Body mass also estimated as 0.0003; Dumont 1975; fresh wt: 30-600 ug
1262,Invertebrate,Cyclops scutifer,0.000110002,0.001867669,"Alimov and Winberg 1972, Alimov et al. 1972; cited in Plante & Downing 1989",Zooplankton,Cyclopoida,Cyclopidae,Cyclops,Body mass also estimated as 0.0000185; Dumont 1975; mean dry weight; female without eggs of 2 other species of Cyclops
1263,Invertebrate,Cyclops scutifer,0.000110002,0.002361022,"Alimov and Winberg 1972, Alimov et al. 1972; cited in Plante & Downing 1989",Zooplankton,Cyclopoida,Cyclopidae,Cyclops,Body mass also estimated as 0.0000185; Dumont 1975; mean dry weight; female without eggs of 2 other species of Cyclops
1264,Invertebrate,Cyclops scutifer,0.000110002,0.000556801,"Johannessen 1978, Kloster 1978, Larsson 1978; cited in Plante & Downing 1989",Zooplankton,Cyclopoida,Cyclopidae,Cyclops,Body mass also estimated as 0.0000185; Dumont 1975; mean dry weight; female without eggs of 2 other species of Cyclops
1265,Invertebrate,Cyclops vicinus,4.80065E-05,0.00099426,"George 1976, George and Edwards 1974, Learner and Potter 1974, Potter and Learner 1974; cited in Plante & Downing 1989",Zooplankton,Cyclopoida,Cyclopidae,Cyclops,Body mass also estimated as 0.0000185; Dumont 1975; mean dry weight; female without eggs of 2 other species of Cyclops
